server_name,tool_name,description,readOnlyHint,destructiveHint,idempotentHint,openWorldHint,input_schema,total_metadata_content
unknown_server,artifact_publish,"Publish a self-contained HTML(+JS) or Markdown page as an artifact: a live page at a private URL that can be shared with a team, an org, or publicly, and that updates in place when published again. Pass artifact_id (or reuse the same name) to publish a new version. Returns the artifact id, url, and version.

## Before you write the page
Load the skill for what you are about to build, with whichever skill tool this session has (`skill_get`, `skill_use`, or `belt skill use infsh/<name>`):
- `belt-artifact-design` — always. Treatment, the injected design tokens, the three theme states, the traps that fail silently.
- `belt-artifact-capabilities` — when the page takes input, remembers anything, knows who is viewing, or shows a file stored beside it.
- `belt-artifact-diagrams` — when it has a flow, an architecture, a timeline or a chart.

They are the current version at all times. This description is only the contract.

## When to use an artifact
Use one when terminal text is the wrong medium: a dashboard from data you already pulled, a walkthrough of a change with annotated diffs, several options side by side, sliders to tune values, a checklist you keep updating while a long task runs, or anything a person will look at, interact with, or send to a teammate as a link. Don't use one for a short answer, a code snippet, or advice the user will act on immediately in the terminal.

## Page contract
- Write the PAGE CONTENT only. It is wrapped at publish time in <!doctype html> + <head> (charset, viewport, <title>, favicon, a reset, and the inference.sh design tokens) + <body>. Put your own <style> and <script> at the top of the content. A full document (starting with <!doctype> or <html>) is accepted too and keeps its own <head>.
- Everything must be self-contained: inline all CSS and JS, embed images as data: URIs, draw diagrams as mermaid, inline SVG or HTML/CSS. There is no backend, no routes, no relative links; use in-page anchors.
- CSP allowlist (enforced, failures are silent): external scripts ONLY from https://cdnjs.cloudflare.com, https://cdn.jsdelivr.net/npm/, https://cdn.tailwindcss.com, https://code.jquery.com; external stylesheets ONLY from https://fonts.googleapis.com with the font files they pull from https://fonts.gstatic.com. Every other host is blocked, and so is fetch/XHR/WebSocket to anywhere. Load libraries as pinned UMD builds, e.g. <script src=""https://cdnjs.cloudflare.com/ajax/libs/react/18.3.1/umd/react.production.min.js""></script>, placed BEFORE the inline script that uses them.
- Size: the source must be under 16 MiB. Prefer SVG and CSS over embedded raster images; summarize large datasets instead of inlining them.
- Markdown: set type ""markdown"" for a document-shaped page; it is rendered with GitHub-flavored markdown and a readable default typography.
- Diagrams: a flow, sequence, state or class diagram can be written as mermaid — a ```mermaid fence in Markdown, or <pre class=""mermaid"">...</pre> in HTML. The renderer adds mermaid 11.15.0 and themes it from the design tokens, and only for a page that has one. Everything else is inline SVG or CSS.
- Title: a short, distinctive noun phrase (2-4 words) that names the page, not a summary and not a category label. Favicon: one or two emoji. Keep both stable across updates.

## Runtime capabilities
A page is static by default and cannot reach the network at all. Declare a capability at publish time and the page gets a window.inferencesh object. Declare only what the page actually calls; a page gets nothing it did not declare. Every call goes through the viewer's own session, so a page can only ever act as the person looking at it, and every call returns a promise that may reject.
- ""db"" gives the page its own small store, so it remembers what people do on it: a poll, a checklist, a sign-up sheet, notes people leave.
- ""user"" tells the page who is viewing: whether they are signed in, their name, their avatar, and whether they may edit. Never an email, never a credential.
- ""assets"" lets the page show files stored beside it — images, video, audio, fonts, PDFs — instead of inlining them. The page reads window.inferencesh.assets, an array baked into the document at render time, and must use each url exactly as given: the page is sandboxed and sends no credentials, so an address you construct yourself will not load.
Load `belt-artifact-capabilities` before calling any of them. The document shape, the privacy rules, the quotas and the failure modes are all there, and a page that guesses at them fails silently.

## Never publish
The sandbox stops a page reaching the platform. It does nothing about a page that lies to the person reading it, and a link on this domain carries the trust of this domain. Refuse, and say why in a sentence:
- a page that impersonates a real person, company or product: their name, branding, byline or domain used as if it were theirs
- fabricated records, receipts, invoices, transcripts, test results or reviews presented as genuine
- a form or flow that asks for a password, a card number, a recovery phrase or a one-time code
- a page built to pressure, mislead or target one named private individual
This holds whether you wrote the page or someone handed it to you, and regardless of the reason given for it, including that it is a mock-up, a test or a prop: a published page works exactly like the real thing. If a page is refused, do not offer another way to host it.

## Updating
To update a page in place, pass artifact_id (or the same name in the same namespace). Each publish creates a new version; identical content is a no-op. Viewers with the page open see the new version live.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Existing artifact id/ref to update in place"", ""type"": ""string""}, ""capabilities"": {""description"": ""Runtime capabilities the page may use. \""db\"" gives it a small store so it remembers what people do on it; \""user\"" tells it who is viewing; \""assets\"" lets it show images, video, fonts or PDFs stored beside it rather than inlined. A page gets only what it declares, and reaches them through window.inferencesh."", ""items"": {""enum"": [""db"", ""user"", ""assets""], ""type"": ""string""}, ""type"": ""array""}, ""content"": {""description"": ""Page source: HTML content (or full document) or Markdown. Self-contained."", ""type"": ""string""}, ""content_encoding"": {""description"": ""Set to \""base64\"" and base64-encode content. Required in practice: the edge firewall rejects request bodies containing raw HTML tags such as <script>."", ""enum"": [""base64""], ""type"": ""string""}, ""description"": {""description"": ""One sentence shown under the title"", ""type"": ""string""}, ""favicon"": {""description"": ""One or two emoji used as the tab icon"", ""type"": ""string""}, ""image"": {""description"": ""URL of a cover image for the gallery card and viewer header"", ""type"": ""string""}, ""label"": {""description"": ""Optional label for this version"", ""type"": ""string""}, ""name"": {""description"": ""Optional URL slug; derived from title when omitted"", ""type"": ""string""}, ""title"": {""description"": ""Short distinctive name for the page (2-4 words)"", ""type"": ""string""}, ""type"": {""default"": ""html"", ""enum"": [""html"", ""markdown""], ""type"": ""string""}, ""visibility"": {""description"": ""Who can open the page (default private). Only widen when asked."", ""enum"": [""private"", ""team"", ""org"", ""unlisted"", ""public""], ""type"": ""string""}}, ""required"": [""title"", ""content""], ""type"": ""object""}",7
unknown_server,artifact_reply,"Reply into one comment thread on an artifact. Only works on a thread that was sent to you. Your reply is shown as written by you on behalf of the person who sent the thread. Say what you changed, briefly; if you made the change, resolve the thread afterwards.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Artifact id, short id, or namespace/name ref"", ""type"": ""string""}, ""text"": {""description"": ""The reply. Plain text, a sentence or two."", ""type"": ""string""}, ""thread_id"": {""description"": ""Id of the thread to reply into, from artifact_comments"", ""type"": ""string""}}, ""required"": [""artifact_id"", ""thread_id"", ""text""], ""type"": ""object""}",7
unknown_server,artifact_resolve,"Mark a comment thread resolved once you have acted on it: the change is made, or you established none was needed. Only works on a thread that was sent to you. Do not resolve feedback you did not act on, and leave a thread open while the person still needs an answer from you.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Artifact id, short id, or namespace/name ref"", ""type"": ""string""}, ""thread_id"": {""description"": ""Id of the thread to resolve, from artifact_comments"", ""type"": ""string""}}, ""required"": [""artifact_id"", ""thread_id""], ""type"": ""object""}",7
unknown_server,knowledge_create,"Create a new knowledge entry (concept, observation, preference, reference, etc.)",,,,,"{""properties"": {""content"": {""description"": ""Entry content (markdown)"", ""type"": ""string""}, ""description"": {""description"": ""Short description"", ""type"": ""string""}, ""name"": {""description"": ""Entry name"", ""type"": ""string""}, ""type"": {""default"": ""observation"", ""enum"": [""concept"", ""observation"", ""preference"", ""reference"", ""person"", ""project""], ""type"": ""string""}}, ""required"": [""name"", ""content""], ""type"": ""object""}",7
unknown_server,knowledge_delete,Delete a knowledge entry by ID,,,,,"{""properties"": {""id"": {""description"": ""Entry ID"", ""type"": ""string""}}, ""required"": [""id""], ""type"": ""object""}",7
unknown_server,knowledge_get,Get detailed information about a knowledge entry by namespace/name or ID,,,,,"{""properties"": {""ref"": {""description"": ""Entry ref: namespace/name or ID"", ""type"": ""string""}}, ""required"": [""ref""], ""type"": ""object""}",7
unknown_server,knowledge_list,"List your knowledge entries, optionally filtered by type",,,,,"{""properties"": {""cursor"": {""type"": ""string""}, ""limit"": {""default"": 20, ""maximum"": 100, ""type"": ""integer""}, ""type"": {""description"": ""Filter by knowledge type"", ""enum"": [""skill"", ""concept"", ""observation"", ""preference"", ""reference"", ""person"", ""project""], ""type"": ""string""}}, ""type"": ""object""}",7
unknown_server,knowledge_search,Search your knowledge entries by query,,,,,"{""properties"": {""cursor"": {""type"": ""string""}, ""limit"": {""default"": 20, ""maximum"": 100, ""type"": ""integer""}, ""query"": {""description"": ""Search query"", ""type"": ""string""}, ""type"": {""description"": ""Filter by type"", ""enum"": [""skill"", ""concept"", ""observation"", ""preference"", ""reference"", ""person"", ""project""], ""type"": ""string""}}, ""required"": [""query""], ""type"": ""object""}",7
unknown_server,mcp_connect,"Initiate a connection to an MCP server. For OAuth servers, returns an authorization URL to open in a browser.",,,,,"{""properties"": {""slug"": {""description"": ""Server slug"", ""type"": ""string""}}, ""required"": [""slug""], ""type"": ""object""}",7
unknown_server,mcp_disconnect,Remove connection to an MCP server,,,,,"{""properties"": {""slug"": {""description"": ""Server slug"", ""type"": ""string""}}, ""required"": [""slug""], ""type"": ""object""}",7
unknown_server,mcp_get,Get details about an MCP server including connection status,,,,,"{""properties"": {""slug"": {""description"": ""Server slug"", ""type"": ""string""}}, ""required"": [""slug""], ""type"": ""object""}",7
unknown_server,mcp_list,Browse available MCP servers that can be connected to,,,,,"{""properties"": {""category"": {""description"": ""Filter by category"", ""enum"": [""developer"", ""productivity"", ""data"", ""communication"", ""ai""], ""type"": ""string""}, ""cursor"": {""type"": ""string""}, ""featured"": {""description"": ""Show only featured servers"", ""type"": ""boolean""}, ""limit"": {""default"": 20, ""maximum"": 100, ""type"": ""integer""}}, ""type"": ""object""}",7
unknown_server,mcp_run,Call a tool on a connected MCP server. The server must be connected first via mcp_connect.,,,,,"{""properties"": {""input"": {""description"": ""Tool input arguments"", ""type"": ""object""}, ""slug"": {""description"": ""slug/tool format (e.g. 'linear/list_issues')"", ""type"": ""string""}}, ""required"": [""slug""], ""type"": ""object""}",7
unknown_server,mcp_search,Search available MCP servers by query,,,,,"{""properties"": {""cursor"": {""type"": ""string""}, ""limit"": {""default"": 20, ""maximum"": 100, ""type"": ""integer""}, ""query"": {""description"": ""Search query"", ""type"": ""string""}}, ""required"": [""query""], ""type"": ""object""}",7
unknown_server,mcp_tools,"List available tools on a connected MCP server, or get details for a specific tool",,,,,"{""properties"": {""slug"": {""description"": ""Server slug (e.g. 'linear') or slug/tool (e.g. 'linear/list_issues')"", ""type"": ""string""}}, ""required"": [""slug""], ""type"": ""object""}",7
unknown_server,skill_files,"List supplementary files for a skill (references, scripts, etc.)",,,,,"{""properties"": {""ref"": {""description"": ""Skill ref: namespace/name"", ""type"": ""string""}}, ""required"": [""ref""], ""type"": ""object""}",7
unknown_server,skill_search,Search the public skill store,,,,,"{""properties"": {""category"": {""description"": ""Filter by category"", ""type"": ""string""}, ""cursor"": {""type"": ""string""}, ""limit"": {""default"": 20, ""maximum"": 100, ""type"": ""integer""}, ""query"": {""description"": ""Search query"", ""type"": ""string""}}, ""required"": [""query""], ""type"": ""object""}",7
unknown_server,skill_store,Browse approved skills in the public skill store,,,,,"{""properties"": {""category"": {""description"": ""Filter by category"", ""type"": ""string""}, ""cursor"": {""type"": ""string""}, ""featured"": {""description"": ""Show only featured skills"", ""type"": ""boolean""}, ""limit"": {""default"": 20, ""maximum"": 100, ""type"": ""integer""}}, ""type"": ""object""}",7
unknown_server,skill_upload,Create or update a skill with SKILL.md content and optional supporting files,,,,,"{""properties"": {""allowed_tools"": {""description"": ""Comma-separated list of allowed tools"", ""type"": ""string""}, ""content"": {""description"": ""SKILL.md body content (markdown)"", ""type"": ""string""}, ""description"": {""description"": ""Short description"", ""type"": ""string""}, ""files"": {""description"": ""Supporting files (references, scripts)"", ""items"": {""properties"": {""content"": {""type"": ""string""}, ""path"": {""type"": ""string""}}, ""required"": [""path"", ""content""], ""type"": ""object""}, ""type"": ""array""}, ""name"": {""description"": ""Skill name"", ""type"": ""string""}}, ""required"": [""name"", ""content""], ""type"": ""object""}",7
unknown_server,skill_use,"Fetch a skill's assembled SKILL.md content. Tries the inference.sh store first, falls back to GitHub. Returns the full skill content for the agent to consume.",,,,,"{""properties"": {""ref"": {""description"": ""Skill ref: namespace/name, or github.com/user/repo URL"", ""type"": ""string""}}, ""required"": [""ref""], ""type"": ""object""}",7
unknown_server,skill_view,View a specific supplementary file from a skill's manifest,,,,,"{""properties"": {""path"": {""description"": ""File path within the skill"", ""type"": ""string""}, ""ref"": {""description"": ""Skill ref: namespace/name"", ""type"": ""string""}}, ""required"": [""ref"", ""path""], ""type"": ""object""}",7
unknown_server,task_cancel,Cancel a running or queued task,,,,,"{""properties"": {""force"": {""default"": false, ""description"": ""Force kill immediately instead of graceful shutdown"", ""type"": ""boolean""}, ""task_id"": {""description"": ""Task ID"", ""type"": ""string""}}, ""required"": [""task_id""], ""type"": ""object""}",7
unknown_server,task_get,Get status and output of a task,,,,,"{""properties"": {""task_id"": {""description"": ""Task ID"", ""type"": ""string""}}, ""required"": [""task_id""], ""type"": ""object""}",7
unknown_server,task_list,List your tasks on inference.sh,,,,,"{""properties"": {""cursor"": {""type"": ""string""}, ""limit"": {""default"": 20, ""maximum"": 100, ""type"": ""integer""}, ""status"": {""enum"": [""received"", ""queued"", ""running"", ""completed"", ""failed"", ""cancelled""], ""type"": ""string""}}, ""type"": ""object""}",7
unknown_server,task_logs,Get execution logs for a task,,,,,"{""properties"": {""log_type"": {""default"": ""run"", ""enum"": [""build"", ""run"", ""setup"", ""serve"", ""task""], ""type"": ""string""}, ""task_id"": {""description"": ""Task ID"", ""type"": ""string""}}, ""required"": [""task_id""], ""type"": ""object""}",7
unknown_server,app_get,Get detailed app info including input/output schemas and version history,,,,,"{""properties"": {""app"": {""description"": ""App ref: namespace/name or namespace/name@version"", ""type"": ""string""}}, ""required"": [""app""], ""type"": ""object""}",7
unknown_server,app_list,Search and filter available apps on inference.sh,,,,,"{""properties"": {""category"": {""enum"": [""image"", ""video"", ""audio"", ""text"", ""chat"", ""3d"", ""other""], ""type"": ""string""}, ""cursor"": {""type"": ""string""}, ""limit"": {""default"": 20, ""maximum"": 100, ""type"": ""integer""}, ""query"": {""description"": ""Search by name or description"", ""type"": ""string""}}, ""type"": ""object""}",7
unknown_server,app_run,Run an app on inference.sh. Creates a task that executes the app with the given input.,,,,,"{""properties"": {""app"": {""description"": ""App ref: namespace/name or namespace/name@version"", ""type"": ""string""}, ""function"": {""description"": ""Function name for multi-function apps"", ""type"": ""string""}, ""infrastructure"": {""default"": ""cloud"", ""enum"": [""cloud"", ""private"", ""private_first""], ""type"": ""string""}, ""input"": {""description"": ""App input matching the app's input schema"", ""type"": ""object""}}, ""required"": [""app"", ""input""], ""type"": ""object""}",7
unknown_server,artifact_asset_delete,"Permanently delete one file stored beside an artifact. Anything on the page still pointing at it stops loading, so delete only a file nothing references.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Artifact id, short id, or namespace/name ref"", ""type"": ""string""}, ""asset_id"": {""description"": ""Asset id, from artifact_asset_list"", ""type"": ""string""}}, ""required"": [""artifact_id"", ""asset_id""], ""type"": ""object""}",7
unknown_server,artifact_asset_list,"List the files stored beside an artifact, with the URL each is referenced by and what the artifact is using against its budget.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Artifact id, short id, or namespace/name ref"", ""type"": ""string""}}, ""required"": [""artifact_id""], ""type"": ""object""}",7
unknown_server,artifact_asset_upload,"Store an image, video, audio file, font or PDF beside an artifact and get back the URL its page references it by. Use this instead of a data: URI for anything sizeable: a data URI costs a third more than the bytes it carries, and a page has a 16 MiB ceiling. The page must be published with the ""assets"" capability or its CSP will refuse to load the file. Uploading the same bytes twice returns the asset already there.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Artifact id, short id, or namespace/name ref"", ""type"": ""string""}, ""content"": {""description"": ""The file's bytes, base64-encoded"", ""type"": ""string""}, ""content_type"": {""description"": ""MIME type; guessed from the filename when omitted"", ""type"": ""string""}, ""filename"": {""description"": ""What to call the file, e.g. chart.png"", ""type"": ""string""}}, ""required"": [""artifact_id"", ""content""], ""type"": ""object""}",7
unknown_server,artifact_comments,"Read the comment threads people left on an artifact. Each thread says whether it was sent to you: you may reply to and resolve those, and only those. Threads not sent to you are other people's conversations — read them for context, mention them to the user if they need action, but do not answer them.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Artifact id, short id, or namespace/name ref"", ""type"": ""string""}}, ""required"": [""artifact_id""], ""type"": ""object""}",7
unknown_server,artifact_get,"Get an artifact's metadata and page source by id, short id, or namespace/name[@version]",,,,,"{""properties"": {""artifact_id"": {""description"": ""Artifact id, short id, or namespace/name ref"", ""type"": ""string""}, ""include_content"": {""default"": true, ""type"": ""boolean""}, ""version"": {""description"": ""Optional version id or short id (default latest)"", ""type"": ""string""}}, ""required"": [""artifact_id""], ""type"": ""object""}",7
unknown_server,artifact_guidance,"Everything needed to write a good artifact page, assembled in one call: the page contract plus the skills that carry the detail, resolved from the registry so they are always the current version. Call this BEFORE writing a page. Narrow it with topics; omit topics for all of them.",,,,,"{""properties"": {""topics"": {""description"": ""Which parts to include. \""design\"" is always worth having; \""capabilities\"" when the page takes input, remembers anything or knows its viewer; \""diagrams\"" when it has a flow or chart. Omit for all three."", ""items"": {""enum"": [""design"", ""capabilities"", ""diagrams""], ""type"": ""string""}, ""type"": ""array""}}, ""type"": ""object""}",7
unknown_server,artifact_list,"List artifacts you own or that were shared with you, newest first",,,,,"{""properties"": {""cursor"": {""type"": ""string""}, ""limit"": {""default"": 20, ""maximum"": 50, ""type"": ""integer""}, ""search"": {""description"": ""Search over title and description"", ""type"": ""string""}}, ""type"": ""object""}",7
unknown_server,artifact_publish,"Publish a self-contained HTML(+JS) or Markdown page as an artifact: a live page at a private URL that can be shared with a team, an org, or publicly, and that updates in place when published again. Pass artifact_id (or reuse the same name) to publish a new version. Returns the artifact id, url, and version.

## Before you write the page
Load the skill for what you are about to build, with whichever skill tool this session has (`skill_get`, `skill_use`, or `belt skill use infsh/<name>`):
- `belt-artifact-design` — always. Treatment, the injected design tokens, the three theme states, the traps that fail silently.
- `belt-artifact-capabilities` — when the page takes input, remembers anything, knows who is viewing, or shows a file stored beside it.
- `belt-artifact-diagrams` — when it has a flow, an architecture, a timeline or a chart.

They are the current version at all times. This description is only the contract.

## When to use an artifact
Use one when terminal text is the wrong medium: a dashboard from data you already pulled, a walkthrough of a change with annotated diffs, several options side by side, sliders to tune values, a checklist you keep updating while a long task runs, or anything a person will look at, interact with, or send to a teammate as a link. Don't use one for a short answer, a code snippet, or advice the user will act on immediately in the terminal.

## Page contract
- Write the PAGE CONTENT only. It is wrapped at publish time in <!doctype html> + <head> (charset, viewport, <title>, favicon, a reset, and the inference.sh design tokens) + <body>. Put your own <style> and <script> at the top of the content. A full document (starting with <!doctype> or <html>) is accepted too and keeps its own <head>.
- Everything must be self-contained: inline all CSS and JS, embed images as data: URIs, draw diagrams as mermaid, inline SVG or HTML/CSS. There is no backend, no routes, no relative links; use in-page anchors.
- CSP allowlist (enforced, failures are silent): external scripts ONLY from https://cdnjs.cloudflare.com, https://cdn.jsdelivr.net/npm/, https://cdn.tailwindcss.com, https://code.jquery.com; external stylesheets ONLY from https://fonts.googleapis.com with the font files they pull from https://fonts.gstatic.com. Every other host is blocked, and so is fetch/XHR/WebSocket to anywhere. Load libraries as pinned UMD builds, e.g. <script src=""https://cdnjs.cloudflare.com/ajax/libs/react/18.3.1/umd/react.production.min.js""></script>, placed BEFORE the inline script that uses them.
- Size: the source must be under 16 MiB. Prefer SVG and CSS over embedded raster images; summarize large datasets instead of inlining them.
- Markdown: set type ""markdown"" for a document-shaped page; it is rendered with GitHub-flavored markdown and a readable default typography.
- Diagrams: a flow, sequence, state or class diagram can be written as mermaid — a ```mermaid fence in Markdown, or <pre class=""mermaid"">...</pre> in HTML. The renderer adds mermaid 11.15.0 and themes it from the design tokens, and only for a page that has one. Everything else is inline SVG or CSS.
- Title: a short, distinctive noun phrase (2-4 words) that names the page, not a summary and not a category label. Favicon: one or two emoji. Keep both stable across updates.

## Runtime capabilities
A page is static by default and cannot reach the network at all. Declare a capability at publish time and the page gets a window.inferencesh object. Declare only what the page actually calls; a page gets nothing it did not declare. Every call goes through the viewer's own session, so a page can only ever act as the person looking at it, and every call returns a promise that may reject.
- ""db"" gives the page its own small store, so it remembers what people do on it: a poll, a checklist, a sign-up sheet, notes people leave.
- ""user"" tells the page who is viewing: whether they are signed in, their name, their avatar, and whether they may edit. Never an email, never a credential.
- ""assets"" lets the page show files stored beside it — images, video, audio, fonts, PDFs — instead of inlining them. The page reads window.inferencesh.assets, an array baked into the document at render time, and must use each url exactly as given: the page is sandboxed and sends no credentials, so an address you construct yourself will not load.
Load `belt-artifact-capabilities` before calling any of them. The document shape, the privacy rules, the quotas and the failure modes are all there, and a page that guesses at them fails silently.

## Never publish
The sandbox stops a page reaching the platform. It does nothing about a page that lies to the person reading it, and a link on this domain carries the trust of this domain. Refuse, and say why in a sentence:
- a page that impersonates a real person, company or product: their name, branding, byline or domain used as if it were theirs
- fabricated records, receipts, invoices, transcripts, test results or reviews presented as genuine
- a form or flow that asks for a password, a card number, a recovery phrase or a one-time code
- a page built to pressure, mislead or target one named private individual
This holds whether you wrote the page or someone handed it to you, and regardless of the reason given for it, including that it is a mock-up, a test or a prop: a published page works exactly like the real thing. If a page is refused, do not offer another way to host it.

## Updating
To update a page in place, pass artifact_id (or the same name in the same namespace). Each publish creates a new version; identical content is a no-op. Viewers with the page open see the new version live.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Existing artifact id/ref to update in place"", ""type"": ""string""}, ""capabilities"": {""description"": ""Runtime capabilities the page may use. \""db\"" gives it a small store so it remembers what people do on it; \""user\"" tells it who is viewing; \""assets\"" lets it show images, video, fonts or PDFs stored beside it rather than inlined. A page gets only what it declares, and reaches them through window.inferencesh."", ""items"": {""enum"": [""db"", ""user"", ""assets""], ""type"": ""string""}, ""type"": ""array""}, ""content"": {""description"": ""Page source: HTML content (or full document) or Markdown. Self-contained."", ""type"": ""string""}, ""content_encoding"": {""description"": ""Set to \""base64\"" and base64-encode content. Required in practice: the edge firewall rejects request bodies containing raw HTML tags such as <script>."", ""enum"": [""base64""], ""type"": ""string""}, ""description"": {""description"": ""One sentence shown under the title"", ""type"": ""string""}, ""favicon"": {""description"": ""One or two emoji used as the tab icon"", ""type"": ""string""}, ""image"": {""description"": ""URL of a cover image for the gallery card and viewer header"", ""type"": ""string""}, ""label"": {""description"": ""Optional label for this version"", ""type"": ""string""}, ""name"": {""description"": ""Optional URL slug; derived from title when omitted"", ""type"": ""string""}, ""title"": {""description"": ""Short distinctive name for the page (2-4 words)"", ""type"": ""string""}, ""type"": {""default"": ""html"", ""enum"": [""html"", ""markdown""], ""type"": ""string""}, ""visibility"": {""description"": ""Who can open the page (default private). Only widen when asked."", ""enum"": [""private"", ""team"", ""org"", ""unlisted"", ""public""], ""type"": ""string""}}, ""required"": [""title"", ""content""], ""type"": ""object""}",7
unknown_server,artifact_reply,"Reply into one comment thread on an artifact. Only works on a thread that was sent to you. Your reply is shown as written by you on behalf of the person who sent the thread. Say what you changed, briefly; if you made the change, resolve the thread afterwards.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Artifact id, short id, or namespace/name ref"", ""type"": ""string""}, ""text"": {""description"": ""The reply. Plain text, a sentence or two."", ""type"": ""string""}, ""thread_id"": {""description"": ""Id of the thread to reply into, from artifact_comments"", ""type"": ""string""}}, ""required"": [""artifact_id"", ""thread_id"", ""text""], ""type"": ""object""}",7
unknown_server,artifact_resolve,"Mark a comment thread resolved once you have acted on it: the change is made, or you established none was needed. Only works on a thread that was sent to you. Do not resolve feedback you did not act on, and leave a thread open while the person still needs an answer from you.",,,,,"{""properties"": {""artifact_id"": {""description"": ""Artifact id, short id, or namespace/name ref"", ""type"": ""string""}, ""thread_id"": {""description"": ""Id of the thread to resolve, from artifact_comments"", ""type"": ""string""}}, ""required"": [""artifact_id"", ""thread_id""], ""type"": ""object""}",7
